name	model	mcode	type	type2	subType	cost	dropLevel	prop1	prop2	prop3	prop4	prop5	
清夏花影	g0113_p_dod	8	3	0	0	0	0	0	0	0	0	0
清夏花影	g0113_s_dod	16	4	0	0	0	0	0	0	0	0	0
夏梦笙歌	g0114_h_dod	2	1	0	0	0	0	0	0	0	0	0
夏梦笙歌	g0114_jp_dod	12	9	0	0	0	0	0	0	0	0	0
夏梦笙歌	g0114_s_dod	16	4	0	0	0	0	0	0	0	0	0
绿精灵	g0115_h_dod	2	1	0	0	0	0	0	0	0	0	0
绿精灵	g0115_jp_dod	12	9	0	0	0	0	0	0	0	0	0
绿精灵	g0115_s_dod	16	4	0	0	0	0	0	0	0	0	0
虞美人影	g0116_h_dod	2	1	0	0	0	0	0	0	0	0	0
虞美人影	g0116_jp_dod	12	9	0	0	0	0	0	0	0	0	0
虞美人影	g0116_s_dod	16	4	0	0	0	0	0	0	0	0	0
紫兰花语	g0120_h_dod	2	1	0	0	0	0	0	0	0	0	0
紫兰花语	g0120_jp_dod	12	9	0	0	0	0	0	0	0	0	0
紫兰花语	g0120_s_dod	16	4	0	0	0	0	0	0	0	0	0
繁星魅影	g0121_h_dod	2	1	0	0	0	0	0	0	0	0	0
繁星魅影	g0121_jp_dod	12	9	0	0	0	0	0	0	0	0	0
繁星魅影	g0121_s_dod	16	4	0	0	0	0	0	0	0	0	0
蓝梦花韵	g0122_h_dod	2	1	0	0	0	0	0	0	0	0	0
蓝梦花韵	g0122_jp_dod	12	9	0	0	0	0	0	0	0	0	0
蓝梦花韵	g0122_s_dod	16	4	0	0	0	0	0	0	0	0	0
银装舞娘	g0123_h_dod	2	1	0	0	0	0	0	0	0	0	0
银装舞娘	g0123_j_dod	4	2	0	0	0	0	0	0	0	0	0
银装舞娘	g0123_p_dod	8	3	0	0	0	0	0	0	0	0	0
银装舞娘	g0123_s_dod	16	4	0	0	0	0	0	0	0	0	0
虞美伶人	g0126_h_dod	2	1	0	0	0	0	0	0	0	0	0
虞美伶人	g0126_jp_dod	12	9	0	0	0	0	0	0	0	0	0
虞美伶人	g0126_s_dod	16	4	0	0	0	0	0	0	0	0	0
g0127_h_dod	g0127_h_dod	2	1	0	0	0	0	0	0	0	0	0
g0127_j_dod	g0127_j_dod	4	2	0	0	0	0	0	0	0	0	0
g0127_p_dod	g0127_p_dod	8	3	0	0	0	0	0	0	0	0	0
g0127_s_dod	g0127_s_dod	16	4	0	0	0	0	0	0	0	0	0
花香满人	g0130_h_dod	2	1	0	0	0	0	0	0	0	0	0
花香满人	g0130_jp_dod	12	9	0	0	0	0	0	0	0	0	0
花香满人	g0130_s_dod	16	4	0	0	0	0	0	0	0	0	0
清凉一夏	g0131_h_dod	2	1	0	0	0	0	0	0	0	0	0
清凉一夏	g0131_j_dod	4	2	0	0	0	0	0	0	0	0	0
清凉一夏	g0131_p_dod	8	3	0	0	0	0	0	0	0	0	0
清凉一夏	g0131_s_dod	16	4	0	0	0	0	0	0	0	0	0
少女时代	g0138_h_dod	2	1	0	0	0	0	0	0	0	0	0
少女时代	g0138_jp_dod	12	9	0	0	0	0	0	0	0	0	0
少女时代	g0138_s_dod	16	4	0	0	0	0	0	0	0	0	0
蜜彩情谊	g0140_h_dod	2	1	0	0	0	0	0	0	0	0	0
蜜彩情谊	g0140_j_dod	4	2	0	0	0	0	0	0	0	0	0
蜜彩情谊	g0140_p_dod	8	3	0	0	0	0	0	0	0	0	0
蜜彩情谊	g0140_s_dod	16	4	0	0	0	0	0	0	0	0	0
允儿	g0145_h_dod	2	1	0	0	0	0	0	0	0	0	0
允儿	g0145_jp_dod	12	9	0	0	0	0	0	0	0	0	0
允儿	g0145_s_dod	16	4	0	0	0	0	0	0	0	0	0
至尊爱恋	g0146_h_dod	2	1	0	0	0	0	0	0	0	0	0
至尊爱恋	g0146_jps_dod	28	9	0	0	0	0	0	0	0	0	0
松鼠宝宝	g2000_hjps_dod	30	9	0	0	0	0	0	0	0	0	0
鸢尾之恋（红）	g2001_h_dod	2	1	0	0	0	0	0	0	0	0	0
鸢尾之恋（红）	g2001_jp_dod	12	9	0	0	0	0	0	0	0	0	0
鸢尾之恋（红）	g2001_s_dod	16	4	0	0	0	0	0	0	0	0	0
花衣天使	g2002_h_dod	2	1	0	0	0	0	0	0	0	0	0
花衣天使	g2002_jp_dod	12	9	0	0	0	0	0	0	0	0	0
花衣天使	g2002_s_dod	16	4	0	0	0	0	0	0	0	0	0
鸢尾之恋（白）	g2003_h_dod	2	1	0	0	0	0	0	0	0	0	0
鸢尾之恋（白）	g2003_jp_dod	12	9	0	0	0	0	0	0	0	0	0
鸢尾之恋（白）	g2003_s_dod	16	4	0	0	0	0	0	0	0	0	0
馨香天使	g2004_h_dod	2	1	0	0	0	0	0	0	0	0	0
馨香天使	g2004_jp_dod	12	9	0	0	0	0	0	0	0	0	0
馨香天使	g2004_s_dod	16	4	0	0	0	0	0	0	0	0	0
萤光爱恋	g2005_h_dod	2	1	0	0	0	0	0	0	0	0	0
萤光爱恋	g2005_jp_dod	12	9	0	0	0	0	0	0	0	0	0
萤光爱恋	g2005_s_dod	16	4	0	0	0	0	0	0	0	0	0
精灵之舞	g2006_h_dod	2	1	0	0	0	0	0	0	0	0	0
精灵之舞	g2006_jp_dod	12	9	0	0	0	0	0	0	0	0	0
精灵之舞	g2006_s_dod	16	4	0	0	0	0	0	0	0	0	0
紫萱之恋	g2007_h_dod	2	1	0	0	0	0	0	0	0	0	0
紫萱之恋	g2007_jp_dod	12	9	0	0	0	0	0	0	0	0	0
紫萱之恋	g2007_s_dod	16	4	0	0	0	0	0	0	0	0	0
恋恋心语	g2008_h_dod	2	1	0	0	0	0	0	0	0	0	0
恋恋心语	g2008_j_dod	4	2	0	0	0	0	0	0	0	0	0
恋恋心语	g2008_p_dod	8	3	0	0	0	0	0	0	0	0	0
恋恋心语	g2008_s_dod	16	4	0	0	0	0	0	0	0	0	0
萝莉女王	g2009_h_dod	2	1	0	0	0	0	0	0	0	0	0
萝莉女王	g2009_jp_dod	12	9	0	0	0	0	0	0	0	0	0
萝莉女王	g2009_s_dod	16	4	0	0	0	0	0	0	0	0	0
泡沫之爱	g2010_h_dod	2	1	0	0	0	0	0	0	0	0	0
泡沫之爱	g2010_jp_dod	12	9	0	0	0	0	0	0	0	0	0
泡沫之爱	g2010_s_dod	16	4	0	0	0	0	0	0	0	0	0
雪狐情缘	g2011_h_dod	2	1	0	0	0	0	0	0	0	0	0
雪狐情缘	g2011_jp_dod	12	9	0	0	0	0	0	0	0	0	0
雪狐情缘	g2011_s_dod	16	4	0	0	0	0	0	0	0	0	0
星梦奇缘（紫）	g2012_jp_dod	12	9	0	0	0	0	0	0	0	0	0
星梦奇缘（紫）	g2012_s_dod	16	4	0	0	0	0	0	0	0	0	0
星梦奇缘（红）	g2013_jp_dod	12	9	0	0	0	0	0	0	0	0	0
星梦奇缘（红）	g2013_s_dod	16	4	0	0	0	0	0	0	0	0	0
星梦奇缘（黄）	g2014_jp_dod	12	9	0	0	0	0	0	0	0	0	0
星梦奇缘（黄）	g2014_s_dod	16	4	0	0	0	0	0	0	0	0	0
眯眯恋人	g2015_h_dod	2	1	0	0	0	0	0	0	0	0	0
眯眯恋人	g2015_j_dod	4	2	0	0	0	0	0	0	0	0	0
眯眯恋人	g2015_p_dod	8	3	0	0	0	0	0	0	0	0	0
眯眯恋人	g2015_s_dod	16	4	0	0	0	0	0	0	0	0	0
哈皮情侣	g2016_h_dod	2	1	0	0	0	0	0	0	0	0	0
哈皮情侣	g2016_jp_dod	12	9	0	0	0	0	0	0	0	0	0
哈皮情侣	g2016_s_dod	16	4	0	0	0	0	0	0	0	0	0
初恋日记	g2017_h_dod	2	1	0	0	0	0	0	0	0	0	0
初恋日记	g2017_j_dod	4	2	0	0	0	0	0	0	0	0	0
初恋日记	g2017_p_dod	8	3	0	0	0	0	0	0	0	0	0
初恋日记	g2017_s_dod	16	4	0	0	0	0	0	0	0	0	0
彩色恋歌	g2018_h_dod	2	1	0	0	0	0	0	0	0	0	0
彩色恋歌	g2018_j_dod	4	2	0	0	0	0	0	0	0	0	0
彩色恋歌	g2018_p_dod	8	3	0	0	0	0	0	0	0	0	0
彩色恋歌	g2018_s_dod	16	4	0	0	0	0	0	0	0	0	0
甜蜜爱吻	g2019_h_dod	2	1	0	0	0	0	0	0	0	0	0
甜蜜爱吻	g2019_j_dod	4	2	0	0	0	0	0	0	0	0	0
甜蜜爱吻	g2019_p_dod	8	3	0	0	0	0	0	0	0	0	0
甜蜜爱吻	g2019_s_dod	16	4	0	0	0	0	0	0	0	0	0
爱的记忆	g2020_h_dod	2	1	0	0	0	0	0	0	0	0	0
爱的记忆	g2020_j_dod	4	2	0	0	0	0	0	0	0	0	0
爱的记忆	g2020_p_dod	8	3	0	0	0	0	0	0	0	0	0
爱的记忆	g2020_s_dod	16	4	0	0	0	0	0	0	0	0	0
温情恋人	g2022_h_dod	2	1	0	0	0	0	0	0	0	0	0
温情恋人	g2022_j_dod	4	2	0	0	0	0	0	0	0	0	0
温情恋人	g2022_p_dod	8	3	0	0	0	0	0	0	0	0	0
温情恋人	g2022_s_dod	16	4	0	0	0	0	0	0	0	0	0
黑色情人	g2023_h_dod	2	1	0	0	0	0	0	0	0	0	0
黑色情人	g2023_j_dod	4	2	0	0	0	0	0	0	0	0	0
黑色情人	g2023_p_dod	8	3	0	0	0	0	0	0	0	0	0
黑色情人	g2023_s_dod	16	4	0	0	0	0	0	0	0	0	0
学院柔情	g2024_h_dod	2	1	0	0	0	0	0	0	0	0	0
学院柔情	g2024_j_dod	4	2	0	0	0	0	0	0	0	0	0
学院柔情	g2024_p_dod	8	3	0	0	0	0	0	0	0	0	0
学院柔情	g2024_s_dod	16	4	0	0	0	0	0	0	0	0	0
情花之恋	g2025_h_dod	2	1	0	0	0	0	0	0	0	0	0
情花之恋	g2025_j_dod	4	2	0	0	0	0	0	0	0	0	0
情花之恋	g2025_p_dod	8	3	0	0	0	0	0	0	0	0	0
情花之恋	g2025_s_dod	16	4	0	0	0	0	0	0	0	0	0
幻白之恋	g2026_h_dod	2	1	0	0	0	0	0	0	0	0	0
幻白之恋	g2026_jp_dod	12	9	0	0	0	0	0	0	0	0	0
幻白之恋	g2026_s_dod	16	4	0	0	0	0	0	0	0	0	0
丫丫恋人	g2027_h_dod	2	1	0	0	0	0	0	0	0	0	0
丫丫恋人	g2027_j_dod	4	2	0	0	0	0	0	0	0	0	0
丫丫恋人	g2027_p_dod	8	3	0	0	0	0	0	0	0	0	0
丫丫恋人	g2027_s_dod	16	4	0	0	0	0	0	0	0	0	0
可爱唧唧	g2028_h_dod	2	1	0	0	0	0	0	0	0	0	0
可爱唧唧	g2028_j_dod	4	2	0	0	0	0	0	0	0	0	0
可爱唧唧	g2028_p_dod	8	3	0	0	0	0	0	0	0	0	0
可爱唧唧	g2028_s_dod	16	4	0	0	0	0	0	0	0	0	0
眯眯恋人（黑）	g2030_h_dod	2	1	0	0	0	0	0	0	0	0	0
眯眯恋人（黑）	g2030_j_dod	4	2	0	0	0	0	0	0	0	0	0
眯眯恋人（黑）	g2030_p_dod	8	3	0	0	0	0	0	0	0	0	0
眯眯恋人（黑）	g2030_s_dod	16	4	0	0	0	0	0	0	0	0	0
清涩恋语（蓝）	g2031_h_dod	2	1	0	0	0	0	0	0	0	0	0
清涩恋语（蓝）	g2031_jp_dod	12	9	0	0	0	0	0	0	0	0	0
清涩恋语（蓝）	g2031_s_dod	16	4	0	0	0	0	0	0	0	0	0
军旅红颜（黑）	g2032_h_dod	2	1	0	0	0	0	0	0	0	0	0
军旅红颜（黑）	g2032_j_dod	4	2	0	0	0	0	0	0	0	0	0
军旅红颜（黑）	g2032_p_dod	8	3	0	0	0	0	0	0	0	0	0
军旅红颜（黑）	g2032_s_dod	16	4	0	0	0	0	0	0	0	0	0
纯色物语	g2033_h_dod	2	1	0	0	0	0	0	0	0	0	0
纯色物语	g2033_j_dod	4	2	0	0	0	0	0	0	0	0	0
纯色物语	g2033_p_dod	8	3	0	0	0	0	0	0	0	0	0
纯色物语	g2033_s_dod	16	4	0	0	0	0	0	0	0	0	0
清荷爱恋	g2034_h_dod	2	1	0	0	0	0	0	0	0	0	0
清荷爱恋	g2034_j_dod	4	2	0	0	0	0	0	0	0	0	0
清荷爱恋	g2034_p_dod	8	3	0	0	0	0	0	0	0	0	0
清荷爱恋	g2034_s_dod	16	4	0	0	0	0	0	0	0	0	0
蜜彩恋人	g2035_h_dod	2	1	0	0	0	0	0	0	0	0	0
蜜彩恋人	g2035_jp_dod	12	9	0	0	0	0	0	0	0	0	0
蜜彩恋人	g2035_s_dod	16	4	0	0	0	0	0	0	0	0	0
迷情之约	g2036_h_dod	2	1	0	0	0	0	0	0	0	0	0
迷情之约	g2036_j_dod	4	2	0	0	0	0	0	0	0	0	0
迷情之约	g2036_p_dod	8	3	0	0	0	0	0	0	0	0	0
迷情之约	g2036_s_dod	16	4	0	0	0	0	0	0	0	0	0
小胡子情侣	g2037_h_dod	2	1	0	0	0	0	0	0	0	0	0
小胡子情侣	g2037_jp_dod	12	9	0	0	0	0	0	0	0	0	0
小胡子情侣	g2037_s_dod	16	4	0	0	0	0	0	0	0	0	0
蜜醉恋人	g2038_h_dod	2	1	0	0	0	0	0	0	0	0	0
蜜醉恋人	g2038_jps_dod	28	9	0	0	0	0	0	0	0	0	0
童趣情侣	g2039_h_dod	2	1	0	0	0	0	0	0	0	0	0
童趣情侣	g2039_j_dod	4	2	0	0	0	0	0	0	0	0	0
童趣情侣	g2039_p_dod	8	3	0	0	0	0	0	0	0	0	0
童趣情侣	g2039_s_dod	16	4	0	0	0	0	0	0	0	0	0
浪漫夏威夷	g2040_h_dod	2	1	0	0	0	0	0	0	0	0	0
浪漫夏威夷	g2040_j_dod	4	2	0	0	0	0	0	0	0	0	0
浪漫夏威夷	g2040_p_dod	8	3	0	0	0	0	0	0	0	0	0
浪漫夏威夷	g2040_s_dod	16	4	0	0	0	0	0	0	0	0	0
浪漫水晶恋	g2041_h_dod	2	1	0	0	0	0	0	0	0	0	0
浪漫水晶恋	g2041_jp_dod	12	9	0	0	0	0	0	0	0	0	0
浪漫水晶恋	g2041_s_dod	16	4	0	0	0	0	0	0	0	0	0
纯爱天使	g2042_h_dod	2	1	0	0	0	0	0	0	0	0	0
纯爱天使	g2042_jp_dod	12	9	0	0	0	0	0	0	0	0	0
纯爱天使	g2042_s_dod	16	4	0	0	0	0	0	0	0	0	0
聆听你的心	g2043_h_dod	2	1	0	0	0	0	0	0	0	0	0
聆听你的心	g2043_j_dod	4	2	0	0	0	0	0	0	0	0	0
聆听你的心	g2043_p_dod	8	3	0	0	0	0	0	0	0	0	0
聆听你的心	g2043_s_dod	16	4	0	0	0	0	0	0	0	0	0
冰蓝情约	g2044_h_dod	2	1	0	0	0	0	0	0	0	0	0
冰蓝情约	g2044_j_dod	4	2	0	0	0	0	0	0	0	0	0
冰蓝情约	g2044_p_dod	8	3	0	0	0	0	0	0	0	0	0
冰蓝情约	g2044_s_dod	16	4	0	0	0	0	0	0	0	0	0
蓝梦心恋	g2045_h_dod	2	1	0	0	0	0	0	0	0	0	0
蓝梦心恋	g2045_jp_dod	12	9	0	0	0	0	0	0	0	0	0
蓝梦心恋	g2045_s_dod	16	4	0	0	0	0	0	0	0	0	0
朋克的爱	g2046_h_dod	2	1	0	0	0	0	0	0	0	0	0
朋克的爱	g2046_j_dod	4	2	0	0	0	0	0	0	0	0	0
朋克的爱	g2046_p_dod	8	3	0	0	0	0	0	0	0	0	0
朋克的爱	g2046_s_dod	16	4	0	0	0	0	0	0	0	0	0
萌龙情侣	g2049_h_dod	2	1	0	0	0	0	0	0	0	0	0
萌龙情侣	g2049_j_dod	4	2	0	0	0	0	0	0	0	0	0
萌龙情侣	g2049_p_dod	8	3	0	0	0	0	0	0	0	0	0
萌龙情侣	g2049_s_dod	16	4	0	0	0	0	0	0	0	0	0
清新牛仔	g2050_h_dod	2	1	0	0	0	0	0	0	0	0	0
清新牛仔	g2050_j_dod	4	2	0	0	0	0	0	0	0	0	0
清新牛仔	g2050_p_dod	8	3	0	0	0	0	0	0	0	0	0
清新牛仔	g2050_s_dod	16	4	0	0	0	0	0	0	0	0	0
爱情怪怪鱼	g2051_p_dod	8	3	0	0	0	0	0	0	0	0	0
爱情怪怪鱼	g2051_s_dod	16	4	0	0	0	0	0	0	0	0	0
清涩恋语	g2052_h_dod	2	1	0	0	0	0	0	0	0	0	0
清涩恋语	g2052_jp_dod	12	9	0	0	0	0	0	0	0	0	0
清涩恋语	g2052_s_dod	16	4	0	0	0	0	0	0	0	0	0
恋风恋歌	g2053_h_dod	2	1	0	0	0	0	0	0	0	0	0
恋风恋歌	g2053_j_dod	4	2	0	0	0	0	0	0	0	0	0
恋风恋歌	g2053_p_dod	8	3	0	0	0	0	0	0	0	0	0
恋风恋歌	g2053_s_dod	16	4	0	0	0	0	0	0	0	0	0
米鼠恋人	g2054_h_dod	2	1	0	0	0	0	0	0	0	0	0
米鼠恋人	g2054_j_dod	4	2	0	0	0	0	0	0	0	0	0
米鼠恋人	g2054_p_dod	8	3	0	0	0	0	0	0	0	0	0
米鼠恋人	g2054_s_dod	16	4	0	0	0	0	0	0	0	0	0
军旅红颜	g2055_h_dod	2	1	0	0	0	0	0	0	0	0	0
军旅红颜	g2055_j_dod	4	2	0	0	0	0	0	0	0	0	0
军旅红颜	g2055_p_dod	8	3	0	0	0	0	0	0	0	0	0
军旅红颜	g2055_s_dod	16	4	0	0	0	0	0	0	0	0	0
果味爱恋	g2056_h_dod	2	1	0	0	0	0	0	0	0	0	0
果味爱恋	g2056_j_dod	4	2	0	0	0	0	0	0	0	0	0
果味爱恋	g2056_p_dod	8	3	0	0	0	0	0	0	0	0	0
果味爱恋	g2056_s_dod	16	4	0	0	0	0	0	0	0	0	0
花阳恋人	g2057_h_dod	2	1	0	0	0	0	0	0	0	0	0
花阳恋人	g2057_jp_dod	12	9	0	0	0	0	0	0	0	0	0
花阳恋人	g2057_s_dod	16	4	0	0	0	0	0	0	0	0	0
月影精灵	g2064_h_dod	2	1	0	0	0	0	0	0	0	0	0
月影精灵	g2064_jp_dod	12	9	0	0	0	0	0	0	0	0	0
月影精灵	g2064_s_dod	16	4	0	0	0	0	0	0	0	0	0
甜蜜恋人	g2065_h_dod	2	1	0	0	0	0	0	0	0	0	0
甜蜜恋人	g2065_jp_dod	12	9	0	0	0	0	0	0	0	0	0
甜蜜恋人	g2065_s_dod	16	4	0	0	0	0	0	0	0	0	0
暖心奢华	g2066_h_dod	2	1	0	0	0	0	0	0	0	0	0
暖心奢华	g2066_jp_dod	12	9	0	0	0	0	0	0	0	0	0
暖心奢华	g2066_s_dod	16	4	0	0	0	0	0	0	0	0	0
暖心糖果	g2067_h_dod	2	1	0	0	0	0	0	0	0	0	0
暖心糖果	g2067_jp_dod	12	9	0	0	0	0	0	0	0	0	0
暖心糖果	g2067_s_dod	16	4	0	0	0	0	0	0	0	0	0
魅惑制服	g2068_h_dod	2	1	0	0	0	0	0	0	0	0	0
魅惑制服	g2068_j_dod	4	2	0	0	0	0	0	0	0	0	0
奇幻恋语	g2073_h_dod	2	1	0	0	0	0	0	0	0	0	0
奇幻恋语	g2073_jp_dod	12	9	0	0	0	0	0	0	0	0	0
奇幻恋语	g2073_s_dod	16	4	0	0	0	0	0	0	0	0	0
熊猫精灵	g2074_h_dod	2	1	0	0	0	0	0	0	0	0	0
熊猫精灵	g2074_j_dod	4	2	0	0	0	0	0	0	0	0	0
熊猫精灵	g2074_p_dod	8	3	0	0	0	0	0	0	0	0	0
熊猫精灵	g2074_s_dod	16	4	0	0	0	0	0	0	0	0	0
凤舞中秋	g2075_h_dod	2	1	0	0	0	0	0	0	0	0	0
凤舞中秋	g2075_jps_dod	28	9	0	0	0	0	0	0	0	0	0
魔幻天使	g2076_h_dod	2	1	0	0	0	0	0	0	0	0	0
魔幻天使	g2076_j_dod	4	2	0	0	0	0	0	0	0	0	0
魔幻天使	g2076_p_dod	8	3	0	0	0	0	0	0	0	0	0
魔幻天使	g2076_s_dod	16	4	0	0	0	0	0	0	0	0	0
典雅情谊	g2077_h_dod	2	1	0	0	0	0	0	0	0	0	0
典雅情谊	g2077_jp_dod	12	9	0	0	0	0	0	0	0	0	0
典雅情谊	g2077_s_dod	16	4	0	0	0	0	0	0	0	0	0
浪漫心韵	g2078_h_dod	2	1	0	0	0	0	0	0	0	0	0
浪漫心韵	g2078_jp_dod	12	9	0	0	0	0	0	0	0	0	0
浪漫心韵	g2078_s_dod	16	4	0	0	0	0	0	0	0	0	0
梦幻嫁纱	g2079_h_dod	2	1	0	0	0	0	0	0	0	0	0
梦幻嫁纱	g2079_jp_dod	12	9	0	0	0	0	0	0	0	0	0
梦幻嫁纱	g2079_s_dod	16	4	0	0	0	0	0	0	0	0	0
情侣去死团	g2081_j_dod	4	2	0	0	0	0	0	0	0	0	0
湛蓝盟约	g2082_h_dod	2	1	0	0	0	0	0	0	0	0	0
湛蓝盟约	g2082_jp_dod	12	9	0	0	0	0	0	0	0	0	0
湛蓝盟约	g2082_s_dod	16	4	0	0	0	0	0	0	0	0	0
同桌的她	g2094_h_dod	2	1	0	0	0	0	0	0	0	0	0
同桌的她	g2094_j_dod	4	2	0	0	0	0	0	0	0	0	0
同桌的她	g2094_p_dod	8	3	0	0	0	0	0	0	0	0	0
同桌的她	g2094_s_dod	16	4	0	0	0	0	0	0	0	0	0
园丁之歌	g2095_h_dod	2	1	0	0	0	0	0	0	0	0	0
园丁之歌	g2095_jp_dod	12	9	0	0	0	0	0	0	0	0	0
园丁之歌	g2095_s_dod	16	4	0	0	0	0	0	0	0	0	0
魔幻盛典	g2100_h_dod	2	1	0	0	0	0	0	0	0	0	0
魔幻盛典	g2100_j_dod	4	2	0	0	0	0	0	0	0	0	0
魔幻盛典	g2100_p_dod	8	3	0	0	0	0	0	0	0	0	0
魔幻盛典	g2100_s_dod	16	4	0	0	0	0	0	0	0	0	0
魔力宝贝	g2101_h_dod	2	1	0	0	0	0	0	0	0	0	0
魔力宝贝	g2101_jp_dod	12	9	0	0	0	0	0	0	0	0	0
魔力宝贝	g2101_s_dod	16	4	0	0	0	0	0	0	0	0	0
乖乖虎	g2102_h_dod	2	1	0	0	0	0	0	0	0	0	0
乖乖虎	g2102_jp_dod	12	9	0	0	0	0	0	0	0	0	0
乖乖虎	g2102_s_dod	16	4	0	0	0	0	0	0	0	0	0
圣夜精灵	g2103_h_dod	2	1	0	0	0	0	0	0	0	0	0
圣夜精灵	g2103_jp_dod	12	9	0	0	0	0	0	0	0	0	0
圣夜精灵	g2103_s_dod	16	4	0	0	0	0	0	0	0	0	0
倾城舞王	g2104_h_dod	2	1	0	0	0	0	0	0	0	0	0
倾城舞王	g2104_jp_dod	12	9	0	0	0	0	0	0	0	0	0
倾城舞王	g2104_s_dod	16	4	0	0	0	0	0	0	0	0	0
粉甜密语	g2107_jp_dod	12	9	0	0	0	0	0	0	0	0	0
kitty love	g2110_h_dod	2	1	0	0	0	0	0	0	0	0	0
kitty love	g2110_jp_dod	12	9	0	0	0	0	0	0	0	0	0
kitty love	g2110_s_dod	16	4	0	0	0	0	0	0	0	0	0
欢喜雪狐	g2112_h_dod	2	1	0	0	0	0	0	0	0	0	0
欢喜雪狐	g2112_jp_dod	12	9	0	0	0	0	0	0	0	0	0
欢喜雪狐	g2112_s_dod	16	4	0	0	0	0	0	0	0	0	0
新春祈福	g2113_h_dod	2	1	0	0	0	0	0	0	0	0	0
新春祈福	g2113_jp_dod	12	9	0	0	0	0	0	0	0	0	0
新春祈福	g2113_s_dod	16	4	0	0	0	0	0	0	0	0	0
天空之星	g2114_h_dod	2	1	0	0	0	0	0	0	0	0	0
天空之星	g2114_jp_dod	12	9	0	0	0	0	0	0	0	0	0
天空之星	g2114_s_dod	16	4	0	0	0	0	0	0	0	0	0
萃白恋人	g2115_h_dod	2	1	0	0	0	0	0	0	0	0	0
萃白恋人	g2115_jp_dod	12	9	0	0	0	0	0	0	0	0	0
萃白恋人	g2115_s_dod	16	4	0	0	0	0	0	0	0	0	0
甜美圣诞风	g2116_h_dod	2	1	0	0	0	0	0	0	0	0	0
甜美圣诞风	g2116_jp_dod	12	9	0	0	0	0	0	0	0	0	0
甜美圣诞风	g2116_s_dod	16	4	0	0	0	0	0	0	0	0	0
星星爱恋	g5000_h_dod	2	1	0	0	0	0	0	0	0	0	0
星星爱恋	g5000_j_dod	4	2	0	0	0	0	0	0	0	0	0
星星爱恋	g5000_p_dod	8	3	0	0	0	0	0	0	0	0	0
星星爱恋	g5000_s_dod	16	4	0	0	0	0	0	0	0	0	0
娱你相伴	g5001_h_dod	2	1	0	0	0	0	0	0	0	0	0
娱你相伴	g5001_j_dod	4	2	0	0	0	0	0	0	0	0	0
娱你相伴	g5001_p_dod	8	3	0	0	0	0	0	0	0	0	0
娱你相伴	g5001_s_dod	16	4	0	0	0	0	0	0	0	0	0
彩虹恋人	g5002_h_dod	2	1	0	0	0	0	0	0	0	0	0
彩虹恋人	g5002_j_dod	4	2	0	0	0	0	0	0	0	0	0
彩虹恋人	g5002_p_dod	8	3	0	0	0	0	0	0	0	0	0
彩虹恋人	g5002_s_dod	16	4	0	0	0	0	0	0	0	0	0
猪猪情侣	g5003_h_dod	2	1	0	0	0	0	0	0	0	0	0
猪猪情侣	g5003_jp_dod	12	9	0	0	0	0	0	0	0	0	0
猪猪情侣	g5003_s_dod	16	4	0	0	0	0	0	0	0	0	0
蓝海多多	g5004_h_dod	2	1	0	0	0	0	0	0	0	0	0
蓝海多多	g5004_j_dod	4	2	0	0	0	0	0	0	0	0	0
蓝海多多	g5004_p_dod	8	3	0	0	0	0	0	0	0	0	0
蓝海多多	g5004_s_dod	16	4	0	0	0	0	0	0	0	0	0
梨花雪影	g5005_h_dod	2	1	0	0	0	0	0	0	0	0	0
梨花雪影	g5005_jp_dod	12	9	0	0	0	0	0	0	0	0	0
梨花雪影	g5005_s_dod	16	4	0	0	0	0	0	0	0	0	0
绿色悠然	g5006_h_dod	2	1	0	0	0	0	0	0	0	0	0
绿色悠然	g5006_j_dod	4	2	0	0	0	0	0	0	0	0	0
绿色悠然	g5006_p_dod	8	3	0	0	0	0	0	0	0	0	0
绿色悠然	g5006_s_dod	16	4	0	0	0	0	0	0	0	0	0
可爱妞妞	g5007_h_dod	2	1	0	0	0	0	0	0	0	0	0
可爱妞妞	g5007_j_dod	4	2	0	0	0	0	0	0	0	0	0
可爱妞妞	g5007_p_dod	8	3	0	0	0	0	0	0	0	0	0
可爱妞妞	g5007_s_dod	16	4	0	0	0	0	0	0	0	0	0
典雅海岸	g5008_h_dod	2	1	0	0	0	0	0	0	0	0	0
典雅海岸	g5008_jp_dod	12	9	0	0	0	0	0	0	0	0	0
典雅海岸	g5008_s_dod	16	4	0	0	0	0	0	0	0	0	0
蓝蓝天空	g5009_h_dod	2	1	0	0	0	0	0	0	0	0	0
蓝蓝天空	g5009_j_dod	4	2	0	0	0	0	0	0	0	0	0
蓝蓝天空	g5009_p_dod	8	3	0	0	0	0	0	0	0	0	0
蓝蓝天空	g5009_s_dod	16	4	0	0	0	0	0	0	0	0	0
素雅点点	g5010_h_dod	2	1	0	0	0	0	0	0	0	0	0
素雅点点	g5010_j_dod	4	2	0	0	0	0	0	0	0	0	0
素雅点点	g5010_p_dod	8	3	0	0	0	0	0	0	0	0	0
素雅点点	g5010_s_dod	16	4	0	0	0	0	0	0	0	0	0
魔力魅惑	g5011_h_dod	2	1	0	0	0	0	0	0	0	0	0
魔力魅惑	g5011_j_dod	4	2	0	0	0	0	0	0	0	0	0
魔力魅惑	g5011_p_dod	8	3	0	0	0	0	0	0	0	0	0
